"@timestamp","_id","_index","_score","_type","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.dataset","event.duration","event.module","host.architecture","host.cpu.pct","host.hostname","host.id","host.ip","host.mac","host.name","host.network.in.bytes","host.network.in.packets","host.network.out.bytes","host.network.out.packets","host.os.build","host.os.family","host.os.kernel","host.os.name","host.os.platform","host.os.type","host.os.version","metricset.name","metricset.period","process.args","process.command_line","process.cpu.pct","process.cpu.start_time","process.memory.pct","process.name","process.pgid","process.pid","process.ppid","process.state","service.type","system.cpu.cores","system.cpu.idle.norm.pct","system.cpu.idle.pct","system.cpu.system.norm.pct","system.cpu.system.pct","system.cpu.total.norm.pct","system.cpu.total.pct","system.cpu.user.norm.pct","system.cpu.user.pct","system.filesystem.available","system.filesystem.device_name","system.filesystem.free","system.filesystem.mount_point","system.filesystem.total","system.filesystem.type","system.filesystem.used.bytes","system.filesystem.used.pct","system.fsstat.count","system.fsstat.total_files","system.fsstat.total_size.free","system.fsstat.total_size.total","system.fsstat.total_size.used","system.memory.actual.free","system.memory.actual.used.bytes","system.memory.actual.used.pct","system.memory.free","system.memory.swap.free","system.memory.swap.total","system.memory.swap.used.bytes","system.memory.swap.used.pct","system.memory.total","system.memory.used.bytes","system.memory.used.pct","system.network.in.bytes","system.network.in.dropped","system.network.in.errors","system.network.in.packets","system.network.name","system.network.out.bytes","system.network.out.dropped","system.network.out.errors","system.network.out.packets","system.process.cmdline","system.process.cpu.start_time","system.process.cpu.total.norm.pct","system.process.cpu.total.pct","system.process.cpu.total.value","system.process.memory.rss.bytes","system.process.memory.rss.pct","system.process.memory.size","system.process.state","system.process.summary.running","system.process.summary.sleeping","system.process.summary.total","system.process.summary.unknown","system.socket.summary.all.count","system.socket.summary.all.listening","system.socket.summary.tcp.all.close_wait","system.socket.summary.tcp.all.closing","system.socket.summary.tcp.all.count","system.socket.summary.tcp.all.established","system.socket.summary.tcp.all.fin_wait1","system.socket.summary.tcp.all.fin_wait2","system.socket.summary.tcp.all.last_ack","system.socket.summary.tcp.all.listening","system.socket.summary.tcp.all.syn_recv","system.socket.summary.tcp.all.syn_sent","system.socket.summary.tcp.all.time_wait","system.socket.summary.udp.all.count","user.name"
"Dec 13, 2021 @ 21:53:24.285",dBfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.process","45.3",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",process,"10,000","[""C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe"",""--type=gpu-process"",""--field-trial-handle=1720,10828991569892211846,3870819222824233181,131072"",""--gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAIAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAANAAAAEAAAAAAAAAABAAAADQAAAAgAAAAAAAAACAAAAAAAAAA="",""--mojo-platform-channel-handle=1728"",""/prefetch:2""]","C:\Program Files\Google\Chrome\Application\chrome.exe --type=gpu-process --field-trial-handle=1720,10828991569892211846,3870819222824233181,131072 --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAIAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAANAAAAEAAAAAAAAAABAAAADQAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1728 /prefetch:2","1.25%","Dec 12, 2021 @ 14:04:02.499","1.79%","chrome.exe",0,18440,7828,running,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C:\Program Files\Google\Chrome\Application\chrome.exe --type=gpu-process --field-trial-handle=1720,10828991569892211846,3870819222824233181,131072 --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAIAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAANAAAAEAAAAAAAAAABAAAADQAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1728 /prefetch:2","Dec 12, 2021 @ 14:04:02.499","1.25%","10%","3,362,203","108.8MB","1.79%",412MB,running,,,,,,,,,,,,,,,,,,,"DESKTOP-C8ME1NJ\Tameem"
"Dec 13, 2021 @ 21:53:24.285",dRfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.process","46.3",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",process,"10,000","[""C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe""]","C:\Program Files\Google\Chrome\Application\chrome.exe","0.96%","Dec 12, 2021 @ 14:04:02.195","2.91%","chrome.exe",0,7828,7908,running,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C:\Program Files\Google\Chrome\Application\chrome.exe","Dec 12, 2021 @ 14:04:02.195","0.96%","7.65%","2,748,499","176.6MB","2.91%","184.8MB",running,,,,,,,,,,,,,,,,,,,"DESKTOP-C8ME1NJ\Tameem"
"Dec 13, 2021 @ 21:53:24.285",dhfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.process","46.3",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",process,"10,000","[""dwm.exe""]","dwm.exe","0.68%","Dec 11, 2021 @ 20:50:32.909","0.41%","dwm.exe",0,1424,556,running,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dwm.exe","Dec 11, 2021 @ 20:50:32.909","0.68%","5.47%","2,278,718","24.7MB","0.41%","150.6MB",running,,,,,,,,,,,,,,,,,,,"Window Manager\DWM-1"
"Dec 13, 2021 @ 21:53:24.285",dxfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.process","46.3",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",process,"10,000","[""C:\\Users\\Tameem\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe"",""--type=renderer"",""--disable-color-correct-rendering"",""--field-trial-handle=1564,7693838091710572734,1588901492194379518,131072"",""--disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand"",""--lang=en-US"",""--user-data-dir=C:\\Users\\Tameem\\AppData\\Roaming\\Code"",""--standard-schemes=vscode-webview,vscode-file"",""--secure-schemes=vscode-webview,vscode-file"",""--bypasscsp-schemes"",""--cors-schemes=vscode-webview,vscode-file"",""--fetch-schemes=vscode-webview,vscode-file"",""--service-worker-schemes=vscode-webview"",""--streaming-schemes"",""--app-user-model-id=Microsoft.VisualStudioCode"",""--app-path=C:\\Users\\Tameem\\AppData\\Local\\Programs\\Microsoft VS Code\\resources\\app"",""--no-sandbox"",""--no-zygote"",""--device-scale-factor=1.25"",""--num-raster-threads=4"",""--enable-main-frame-before-activation"",""--renderer-client-id=20"",""--no-v8-untrusted-code-mitigations"",""--mojo-platform-channel-handle=4452"",""/prefetch:1"",""--vscode-window-config=vscode:8428025c-4589-4380-8057-4a40eb45c682""]","C:\Users\Tameem\AppData\Local\Programs\Microsoft VS Code\Code.exe --type=renderer --disable-color-correct-rendering --field-trial-handle=1564,7693838091710572734,1588901492194379518,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --user-data-dir=C:\Users\Tameem\AppData\Roaming\Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=C:\Users\Tameem\AppData\Local\Programs\Microsoft VS Code\resources\app --no-sandbox --no-zygote --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4452 /prefetch:1 --vscode-window-config=vscode:8428025c-4589-4380-8057-4a40eb45c682","0%","Dec 13, 2021 @ 21:50:10.873","1.7%","Code.exe",0,9156,4196,running,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C:\Users\Tameem\AppData\Local\Programs\Microsoft VS Code\Code.exe --type=renderer --disable-color-correct-rendering --field-trial-handle=1564,7693838091710572734,1588901492194379518,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --lang=en-US --user-data-dir=C:\Users\Tameem\AppData\Roaming\Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-user-model-id=Microsoft.VisualStudioCode --app-path=C:\Users\Tameem\AppData\Local\Programs\Microsoft VS Code\resources\app --no-sandbox --no-zygote --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4452 /prefetch:1 --vscode-window-config=vscode:8428025c-4589-4380-8057-4a40eb45c682","Dec 13, 2021 @ 21:50:10.873","0%","0%","7,046",103MB,"1.7%","88.4MB",running,,,,,,,,,,,,,,,,,,,"DESKTOP-C8ME1NJ\Tameem"
"Dec 13, 2021 @ 21:53:24.272",cRfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.process.summary","27.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0","process_summary","10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0,277,3,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:53:24.243",aRfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0B,0,0,0,Ethernet,0B,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:53:24.243",ahfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0B,0,0,0,"vEthernet (Default Switch)","2.2MB",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:53:24.243",axfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0B,0,0,0,"Local Area Connection* 9",0B,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:53:24.243",bBfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0B,0,0,0,"Local Area Connection* 10",0B,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:53:24.243",bRfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.1GB",0,0,"9,209,461","Wi-Fi","1.4GB",0,0,"3,802,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:53:24.243",bhfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0B,0,0,0,"Loopback Pseudo-Interface 1",0B,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 13, 2021 @ 21:53:24.243",bxfJtX0BiP2CWrxqQc8H,"metricbeat-7.12.0-2021.12.11-000001",,"_doc","406c19c3-966b-4e0f-a697-6cf959e3f8d7","DESKTOP-C8ME1NJ","cddd2663-a994-4f26-8550-77046d6a397f","DESKTOP-C8ME1NJ",metricbeat,"7.12.0","1.8.0","system.network","4.0",system,"x86_64",,"DESKTOP-C8ME1NJ","65fc8418-6250-4448-8dee-e4f63586e6f6","[""fe80::f535:db2e:a920:d89"",""169.254.13.137"",""fe80::f58c:9497:bc17:23a"",""172.26.144.1"",""fe80::3142:dcd0:3416:b23b"",""169.254.178.59"",""fe80::39f8:4ab6:5bc8:d81d"",""169.254.216.29"",""2a02:ab88:c81:7380::b144"",""2a02:ab88:c81:7380:2e:f2af:818c:8e49"",""2a02:ab88:c81:7380:d8af:c5:1d66:b9f7"",""fe80::2e:f2af:818c:8e49"",""192.168.0.102"",""fe80::3cb8:3295:403:35"",""172.22.240.1""]","[""f0:2f:74:a5:41:67"",""00:15:5d:2e:d1:19"",""ee:2e:98:53:ae:b9"",""fe:2e:98:53:ae:b9"",""ec:2e:98:53:ae:b9"",""00:15:5d:c4:0b:ec""]","DESKTOP-C8ME1NJ",,,,,"19043.1348",windows,"10.0.19041.1348 (WinBuild.160101.0800)","Windows 10 Pro",windows,windows,"10.0",network,"10,000",,,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4KB,0,0,0,"vEthernet (WSL)","2.1MB",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
